customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-03132,Female,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,572.82,No
CUST-03133,Male,0,No,No,31,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,18.0,567.64,No
CUST-03134,Female,0,No,Yes,29,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,77.39,2204.2,No
CUST-03135,Male,0,No,No,19,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,77.55,1498.53,No
CUST-03136,Female,1,No,No,43,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),68.91,2957.18,No
CUST-03137,Female,0,Yes,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Mailed check,97.2,2366.09,No
CUST-03138,Male,0,No,No,9,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,62.35,573.16,No
CUST-03139,Male,0,No,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),28.18,554.93,No
CUST-03140,Female,0,No,No,9,No,No phone service,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),89.02,805.45,No
CUST-03141,Male,0,Yes,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.98,204.56,No
CUST-03142,Male,0,No,Yes,13,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,One year,No,Electronic check,62.78,789.95,Yes
CUST-03143,Male,1,No,Yes,71,Yes,No,DSL,Yes,Yes,No,No,No,Yes,One year,Yes,Mailed check,59.19,4205.37,No
CUST-03144,Male,0,No,Yes,34,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,68.79,2331.74,Yes
CUST-03145,Female,0,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,18.36,391.3,No
CUST-03146,Female,1,No,Yes,19,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer (automatic),78.6,1507.5,Yes
CUST-03147,Male,1,No,Yes,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),18.0,442.43,No
CUST-03148,Male,0,No,Yes,15,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Mailed check,87.37,1308.02,Yes
CUST-03149,Male,1,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.6,738.26,No
CUST-03150,Male,0,Yes,No,27,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Mailed check,57.55,1519.45,No
CUST-03151,Female,1,Yes,No,33,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,75.11,2461.59,No
CUST-03152,Female,0,Yes,No,19,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Mailed check,48.96,947.35,No
CUST-03153,Male,0,No,Yes,72,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Mailed check,59.22,4222.76,No
CUST-03154,Male,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,81.1,715.02,Yes
CUST-03155,Male,0,No,No,36,No,No phone service,DSL,No,Yes,No,No,Yes,No,One year,Yes,Mailed check,57.24,2019.85,No
CUST-03156,Female,0,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,26.34,414.72,No
CUST-03157,Male,0,Yes,No,27,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Electronic check,71.97,1942.2,No
CUST-03158,Female,0,Yes,Yes,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),84.89,2522.08,No
CUST-03159,Male,0,Yes,Yes,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),21.28,1542.4,No
CUST-03160,Female,0,No,No,30,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),21.02,645.22,No
CUST-03161,Male,0,Yes,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),18.0,342.96,No
CUST-03162,Female,0,No,Yes,15,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Electronic check,74.77,1113.52,Yes
CUST-03163,Male,0,No,No,72,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,79.81,5742.78,No
CUST-03164,Male,1,Yes,No,38,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.11,1574.86,No
CUST-03165,Male,0,No,No,42,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,40.72,1673.42,No
CUST-03166,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),63.71,241.49,No
CUST-03167,Male,0,Yes,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),69.55,1104.15,Yes
CUST-03168,Female,0,No,No,36,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),81.8,2955.83,No
CUST-03169,Female,0,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,No,Electronic check,84.29,489.94,No
CUST-03170,Male,0,Yes,Yes,26,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,No,Electronic check,53.05,1395.45,No
CUST-03171,Male,0,Yes,No,60,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),78.82,4740.91,No
CUST-03172,Male,0,Yes,No,11,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,No,Mailed check,66.15,723.28,Yes
CUST-03173,Female,0,Yes,Yes,13,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),77.43,1037.08,No
CUST-03174,Male,0,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,79.7,4083.32,No
CUST-03175,Female,1,No,Yes,16,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),54.39,847.6,Yes
CUST-03176,Female,0,Yes,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,28.26,347.99,No
CUST-03177,Male,0,No,Yes,64,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),62.2,3990.33,No
CUST-03178,Male,0,Yes,No,24,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,73.33,1800.35,No
CUST-03179,Male,0,Yes,Yes,11,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.91,199.84,No
CUST-03180,Male,0,No,Yes,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Electronic check,63.37,3381.07,No
CUST-03181,Male,0,No,No,9,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),86.03,776.36,Yes
CUST-03182,Male,1,No,No,25,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Credit card (automatic),62.78,1571.67,No
CUST-03183,Female,0,No,No,29,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,47.32,1364.62,No
CUST-03184,Female,0,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,80.43,1225.68,Yes
CUST-03185,Female,0,Yes,No,41,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,One year,Yes,Electronic check,77.99,3226.29,No
CUST-03186,Male,0,No,No,12,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.8,588.36,No
CUST-03187,Female,0,No,No,43,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),90.82,3898.13,Yes
CUST-03188,Female,0,Yes,No,22,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),61.59,1300.93,Yes
CUST-03189,Female,0,No,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),18.0,198.52,No
CUST-03190,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,79.83,2074.45,Yes
CUST-03191,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,52.18,1674.75,No
CUST-03192,Male,0,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,18.42,42.97,Yes
CUST-03193,Male,0,Yes,No,60,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,68.33,4091.99,No
CUST-03194,Female,0,No,No,23,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,54.73,1226.71,No
CUST-03195,Female,0,Yes,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),57.98,985.23,No
CUST-03196,Female,0,No,Yes,30,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,84.59,2534.77,No
CUST-03197,Male,0,Yes,No,25,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,41.53,1045.07,No
CUST-03198,Male,0,Yes,No,16,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,60.09,1000.18,Yes
CUST-03199,Female,0,Yes,No,31,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,86.3,2683.6,Yes
CUST-03200,Male,0,No,No,43,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,21.79,956.1,No
CUST-03201,Male,0,No,No,18,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Mailed check,72.92,1324.1,No
CUST-03202,Female,0,No,No,1,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),74.66,90.49,No
CUST-03203,Male,0,No,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,713.48,Yes
CUST-03204,Male,0,Yes,No,23,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,Yes,Mailed check,54.73,1265.74,No
CUST-03205,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),62.99,725.26,No
CUST-03206,Male,1,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.54,645.75,Yes
CUST-03207,Male,0,Yes,No,10,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,Yes,Electronic check,67.38,687.12,Yes
CUST-03208,Female,0,No,No,38,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,45.38,1725.51,No
CUST-03209,Male,1,No,No,9,No,No phone service,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,No,Credit card (automatic),90.93,794.36,Yes
CUST-03210,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.28,343.53,No
CUST-03211,Female,0,Yes,Yes,5,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer (automatic),54.97,265.95,No
CUST-03212,Female,0,No,No,15,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),89.03,1354.32,Yes
CUST-03213,Female,0,Yes,No,17,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,53.79,910.35,No
CUST-03214,Male,1,Yes,Yes,23,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,85.28,1965.92,Yes
CUST-03215,Female,0,Yes,No,19,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Credit card (automatic),80.29,1527.71,No
CUST-03216,Male,0,No,Yes,9,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,44.72,375.02,No
CUST-03217,Female,0,No,No,22,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,No,Bank transfer (automatic),88.94,1966.3,No
CUST-03218,Male,0,Yes,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,71.9,1075.68,No
CUST-03219,Female,0,Yes,No,26,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,57.52,1493.69,No
CUST-03220,Female,0,Yes,No,12,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,No,Credit card (automatic),75.59,943.88,No
CUST-03221,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,65.86,973.89,No
CUST-03222,Female,0,Yes,No,31,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,82.36,2538.04,No
CUST-03223,Male,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,18.0,354.07,No
CUST-03224,Female,0,No,Yes,6,Yes,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,55.39,359.09,No
CUST-03225,Female,0,No,No,63,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),52.98,3323.63,No
CUST-03226,Male,0,No,No,40,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.31,3600.57,No
CUST-03227,Female,0,No,Yes,39,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.26,2992.34,Yes
CUST-03228,Male,1,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.11,132.59,No
CUST-03229,Female,0,Yes,No,3,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,58.55,149.67,No
CUST-03230,Female,0,Yes,No,46,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,61.53,2807.68,No
CUST-03231,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,72.14,656.57,No
CUST-03232,Male,1,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.36,492.01,No
CUST-03233,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card (automatic),71.81,1072.57,No
CUST-03234,Female,0,No,No,3,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Electronic check,87.22,252.63,No
CUST-03235,Female,0,Yes,No,13,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,64.42,833.29,Yes
CUST-03236,Male,1,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,92.23,2779.19,Yes
CUST-03237,Male,0,No,Yes,21,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Two year,Yes,Electronic check,52.4,1092.6,No
CUST-03238,Female,0,Yes,Yes,71,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.8,1469.42,No
CUST-03239,Male,1,No,Yes,37,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Two year,Yes,Mailed check,57.68,2167.59,No
CUST-03240,Female,0,Yes,No,32,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,Yes,Credit card (automatic),83.06,2643.59,No
CUST-03241,Female,0,Yes,No,27,Yes,No,DSL,No,Yes,No,Yes,No,No,Two year,Yes,Electronic check,57.64,1529.05,No
CUST-03242,Female,0,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,19.89,220.94,No
CUST-03243,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),77.22,818.02,Yes
CUST-03244,Female,0,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),18.0,404.65,No
CUST-03245,Female,1,Yes,No,13,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,54.72,685.77,No
CUST-03246,Female,0,No,No,63,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),59.28,3726.88,Yes
CUST-03247,Male,0,No,Yes,37,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,No,Bank transfer (automatic),81.6,3007.26,No
CUST-03248,Male,1,No,No,50,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,Mailed check,73.05,3680.32,No
CUST-03249,Male,0,Yes,No,1,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Two year,No,Credit card (automatic),55.52,81.06,Yes
CUST-03250,Male,0,Yes,No,31,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,64.08,1956.76,No
CUST-03251,Male,0,Yes,No,6,Yes,No,DSL,No,No,No,No,Yes,No,Two year,Yes,Electronic check,54.51,315.67,No
CUST-03252,Male,0,Yes,Yes,56,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,73.27,4072.11,No
CUST-03253,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,No,Electronic check,85.85,3006.62,No
CUST-03254,Female,0,Yes,No,38,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),81.64,3102.4,No
CUST-03255,Female,0,No,Yes,40,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,82.94,3284.66,No
CUST-03256,Female,0,Yes,No,14,Yes,No,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),50.44,750.83,No
CUST-03257,Female,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),18.0,1283.29,No
CUST-03258,Male,1,Yes,No,36,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.0,622.3,No
CUST-03259,Male,0,Yes,No,27,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,89.65,2416.95,Yes
CUST-03260,Female,0,Yes,No,16,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),85.12,1390.7,No
CUST-03261,Female,0,No,Yes,22,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,62.2,1346.42,No
CUST-03262,Male,0,Yes,No,54,Yes,No,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Mailed check,68.42,3719.33,No
CUST-03263,Female,0,No,No,19,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,83.19,1583.45,Yes
CUST-03264,Female,0,No,No,14,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),77.3,1054.09,No
CUST-03265,Female,1,No,Yes,34,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.03,664.88,Yes
CUST-03266,Female,1,Yes,No,23,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),57.05,1306.07,No
CUST-03267,Male,0,No,No,14,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),48.47,658.84,Yes
CUST-03268,Female,1,No,No,47,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),82.94,3862.66,No
CUST-03269,Female,0,Yes,Yes,10,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,74.01,729.53,Yes
CUST-03270,Male,0,No,Yes,19,No,No phone service,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,56.72,1109.58,Yes
CUST-03271,Male,1,No,Yes,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,78.68,869.88,No
CUST-03272,Female,0,No,No,72,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Mailed check,55.54,4012.5,No
CUST-03273,Male,0,No,Yes,36,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,83.41,2998.37,Yes
CUST-03274,Female,0,No,No,30,No,No phone service,Fiber optic,Yes,No,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),77.99,2345.21,Yes
CUST-03275,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.97,282.03,No
CUST-03276,Male,0,Yes,No,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),80.83,5844.05,No
CUST-03277,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),23.88,163.7,Yes
CUST-03278,Female,1,No,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Electronic check,77.52,1447.44,Yes
CUST-03279,Female,0,No,No,21,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),18.0,391.36,No
CUST-03280,Female,0,No,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,26.77,149.32,Yes
CUST-03281,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),76.66,1899.04,Yes
CUST-03282,Male,0,Yes,Yes,13,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,90.09,1205.08,Yes
CUST-03283,Female,0,Yes,No,60,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),73.44,4388.99,No
CUST-03284,Male,0,Yes,No,8,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),67.25,565.03,Yes
CUST-03285,Female,1,Yes,Yes,38,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Credit card (automatic),50.21,1873.51,No
CUST-03286,Female,1,No,No,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),22.63,568.05,Yes
CUST-03287,Female,0,Yes,No,45,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,No,Credit card (automatic),81.57,3639.91,Yes
CUST-03288,Female,1,No,Yes,21,Yes,Yes,DSL,Yes,No,Yes,No,No,No,One year,Yes,Electronic check,57.21,1179.48,No
CUST-03289,Female,0,No,No,11,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),87.94,938.41,Yes
CUST-03290,Male,0,Yes,Yes,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,22.8,1505.53,No
CUST-03291,Female,0,Yes,No,66,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.24,1743.46,No
CUST-03292,Male,0,No,No,39,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Credit card (automatic),79.72,3098.65,No
CUST-03293,Male,0,No,No,34,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,56.54,1907.43,No
CUST-03294,Female,0,No,No,29,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,No,Bank transfer (automatic),81.74,2347.92,No
CUST-03295,Female,0,No,No,36,Yes,No,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),83.42,3045.47,No
CUST-03296,Female,1,No,No,72,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,62.72,4513.66,No
CUST-03297,Female,0,No,No,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.26,115.12,No
CUST-03298,Female,0,No,No,24,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,44.87,1076.96,No
CUST-03299,Male,0,No,No,15,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,71.73,1117.32,Yes
CUST-03300,Female,0,No,No,25,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),49.55,1220.91,Yes
CUST-03301,Female,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.09,130.39,No
CUST-03302,Male,0,No,Yes,10,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),61.34,599.47,Yes
CUST-03303,Male,0,Yes,Yes,9,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),83.71,724.69,Yes
CUST-03304,Female,0,No,No,35,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.06,915.21,No
CUST-03305,Male,0,Yes,Yes,23,Yes,No,DSL,No,No,No,Yes,No,No,One year,Yes,Credit card (automatic),50.92,1174.3,No
CUST-03306,Female,0,Yes,No,5,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),49.99,232.55,No
CUST-03307,Male,0,Yes,No,5,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Two year,No,Credit card (automatic),53.46,299.21,No
CUST-03308,Male,0,Yes,No,3,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.26,253.23,Yes
CUST-03309,Female,0,Yes,No,20,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Electronic check,76.54,1521.08,No
